P_L1,P_L2,P_L3,P_L4,P_L5,P_L6,P_L7,P_L8,P_L9,P_L10,P_L11,Q_L1,Q_L2,Q_L3,Q_L4,Q_L5,Q_L6,Q_L7,Q_L8,Q_L9,Q_L10,Q_L11,V_G2,V_G3,V_G6,V_G8,P_loss_flat_base,P_loss_OPF
20.611008231595104,111.18291506552565,52.23572416743406,7.899921791958991,9.658963509182115,25.44073533996719,7.409101003805518,4.012646604084909,6.346720628653428,14.623591920098647,12.042683586002983,15.08714204898293,21.526564070083204,-3.451249012658111,1.3963679790125445,6.550213529560302,15.300168493251332,5.857434921386792,1.7510004134223234,1.466386649726747,6.059498715755921,4.278987721304084,1.0462308403085292,1.013330629615881,1.091329745898665,1.0999659929762189,17.470368602371078,15.315869553966166
19.895815549285693,89.1645142553063,46.96005809822972,8.466934922634762,9.85453854406945,29.667966373280617,9.332692447903353,2.865030577807997,6.362409438639509,11.720830267911374,12.307707494192268,14.98033852924693,22.538803451366647,-4.381099863061679,1.4749528122709572,6.293016342019151,17.82330729604072,5.661153785475875,1.5278675290882409,1.596913222471213,4.719781368987307,5.818640804157564,1.0463069094545916,1.0175251637343463,1.0857553435693537,1.099963829941578,13.657018289959906,11.931852298312961
19.606210240288146,100.32383967445804,44.199915774829535,7.661006784380545,11.40926205145789,25.78128257520122,10.690504659952412,3.88518595270556,7.172377417416621,15.632067692309304,15.483483873714068,14.843121113917434,15.872543015594589,-3.4257332653738666,1.3089454649027445,6.975990992289793,15.860817203538161,5.269529753715439,2.0366910065893893,1.508322129083897,5.291768062474723,5.085392166316497,1.0463088508088594,1.0153660628451675,1.0900055167713356,1.0999692578440696,15.869759387657034,13.985886901255597
18.58322227278094,105.58678223481222,39.665408307157215,9.08013628726557,12.419656566449024,25.944845042103235,7.219879621644969,3.9416459998367674,6.604731918988186,14.736638707421331,16.516771266248238,10.536146830809178,17.924339536936472,-3.3007557328592023,1.8323861925603797,7.869894380482673,15.477162885021592,4.787455372663575,1.6639072716352767,1.488117326097118,6.332686333744309,5.275114942710426,1.0466329735612956,1.0148395381660635,1.0906424434423376,1.0999696109317472,15.84338183191301,14.015871083465129
25.061006605562515,93.15305838010225,40.52664198234033,8.248264153157903,12.3683170178037,30.22307093132006,9.97548184783642,3.491313834910147,6.155468103692065,13.108721499136168,12.071497995394807,10.708088449125988,15.438861811219182,-4.112800241571497,1.4811878278888493,7.525712073494108,19.30624138686926,5.21835797162539,1.7354757045856535,1.7635527286675512,5.170811743940564,4.153959819657586,1.045617596981451,1.0161031509324918,1.0853056170102156,1.0999654987727012,14.129616155772869,12.534232852526978
19.875042611291505,81.43481810373089,56.01581911279,8.536685953875828,11.797648829166697,33.88323496421507,10.093219476836811,3.06119808244045,7.057843956315546,13.712448106344514,16.732343324777815,14.712143803611346,17.616826409786167,-3.291681002263176,1.4258785040268427,7.281323365878769,18.711618045725356,6.636894953154717,1.4450055339824575,1.606878273649642,5.608393527305167,4.444215620941461,1.045837093692783,1.0178812794895402,1.086982764099295,1.0999944296971333,15.468734720290904,13.60670970430768
18.400431388456365,88.0813396584887,56.26843353880736,7.062536913343096,11.284181985410278,31.8956237149631,8.509066568565459,4.160494915809345,7.228371399658751,12.159624397456966,14.883601095118618,11.68846181386919,17.364787757268754,-3.1775436378730713,1.670121173747134,7.508037069686584,13.62181890829993,5.286459797028939,2.0939514378959907,1.4333196100268626,4.976156103251637,4.978905520555125,1.0463045303579255,1.0174028129745158,1.0916184660784722,1.0999620179230816,15.22359590465728,13.484548759632743
25.915445941680012,84.48064263055335,51.09123166640039,8.3953236305993,10.024616197085951,32.19295291361994,8.524019277789312,3.685228162831011,6.425812494256583,13.693183294003695,12.458127029524276,14.403336677593328,17.637928493785193,-3.4109688762237727,1.306096090595049,7.7726788295647244,17.779027362632757,4.678483763112626,1.8087070019754825,1.4249572961266805,6.136800873749923,4.348732858009983,1.0454271200929683,1.0174574688029154,1.0871787865273166,1.099964110156233,14.296012823509923,12.600301038804986
23.3573395667294,89.93218784860426,56.15027738464636,6.49806367020382,10.487977252705157,24.938987550638952,10.528897025802825,4.028275094733374,5.509377571624979,14.363913848584566,16.790644313199248,12.980420122925269,19.225344395505648,-3.4972895738047045,1.3395857713957757,8.69164727385998,19.258775899564515,6.108795380873982,1.6841014495550646,1.503494127752103,6.324217174978955,5.794220519905155,1.045627068397669,1.0162608823038002,1.0855117917792638,1.0999945053029454,15.53428547231444,13.688431277535265
25.059910162621218,104.74571056791528,50.51564507446997,6.3357854935849485,9.684096639143869,34.20293942461954,9.383144614774523,2.8128758722632816,5.127590564593119,14.382909553183502,11.950167039723464,10.976904901200893,19.370376799186054,-4.199356508400601,1.6972552060816644,6.67280792838168,18.00887002974764,5.190417882992576,1.674287782674673,1.7577544992755354,6.147148325789537,5.698446820988355,1.045528544583743,1.0134035353939876,1.0887634265553165,1.0999724380874198,17.213339460631314,15.226241617186751
23.06807990516698,96.77386817368058,40.03106156087313,7.197856041300678,10.14810660721413,26.479077791873188,10.702837997108803,3.3503368145334647,7.056593594632156,14.20814858038522,16.657075369108224,12.713396432974376,19.58446952316033,-3.888327602357428,1.4049555121907487,8.167356345784517,15.144328486607284,4.696413042120973,1.9047400530531606,1.3933508348205115,6.821863915698761,5.907857154005174,1.0461701262312686,1.0162266075301836,1.0899062945358553,1.0999672287402478,14.844593975113572,13.075032201885879
25.30102290711349,89.30757982562515,38.53553050803195,8.902088430266684,10.878264984461568,35.0065268647153,10.669031917521309,3.9942132376543045,5.598455296649789,12.879527734450397,16.992774562240466,11.769963786193891,16.488144874814303,-3.9886099694350263,1.8791390554628997,8.08808939002492,17.065206169393385,4.865449465548183,1.8828052032234022,1.9136344640667282,4.964994915348736,5.036659304727474,1.0455771008326955,1.0167620258434242,1.0888201886706745,1.0999668673970973,14.668285709059735,12.964775380503372
24.975598264334653,103.27216151697843,51.56694096782952,8.21555161532081,10.570520357464503,27.06438376232102,10.113700159722649,3.934158752550853,6.995656457335453,15.731498983804945,14.967600697211191,12.707702777010972,21.267043360147493,-4.133943732013313,1.7292588014449302,8.387378008308303,19.18963546966864,5.424148763895563,1.7104197259007599,1.3401484414981564,5.981609927111124,4.071884547593484,1.045529371457406,1.013651014294261,1.0885557299228061,1.0999933377575246,17.673116147275056,15.57169614065685
21.401390797389755,95.80684983578149,43.71866874069279,7.876133112129793,9.096641119726941,24.040708627240733,10.16136201837477,3.3042668979757677,5.190027650870599,13.620113604295945,16.509161576467722,11.256370819683962,19.9339676162244,-3.253142045390278,1.313076301547909,7.594063894704444,16.869817207491106,6.1188373714758395,1.9627857602803165,1.904545330856022,5.837816808058773,4.645912945882492,1.0457750106445691,1.0156995262207302,1.0845610009322,1.0999995777961813,14.292261646107624,12.592332638175703
24.262216170592346,85.56495922755497,46.63313356389176,6.318507399280488,9.07357133050125,34.95925129319952,10.209528433843941,3.774363888531177,5.877845184370818,11.735789328382568,12.852364774319673,11.431233922676144,19.374122651766516,-4.234769639412097,1.702526321099348,6.839801690837828,19.620305463603607,6.351920846734182,1.8391349178082084,1.6715012775899856,5.613472144832473,4.4954619790023145,1.045607641531956,1.017315965470316,1.0846723703751942,1.0999677601366118,13.830817357093782,12.186386457338571
20.44984285069295,103.91564144229744,38.51520350260093,6.432860827141026,9.166091836257452,24.080599867363848,10.279658102439626,3.785121003132033,6.036984142973073,11.328304467515409,14.85003061569632,12.565236595565272,16.516334211316117,-3.796808572811238,1.535043030014319,7.847550294156649,17.497021841761157,4.745105302671143,1.7097210825310594,1.6805503460571114,5.807276119905803,5.712979682376645,1.0460444857647553,1.0147830712237649,1.084987596715042,1.0999995594097969,14.382330123851546,12.67233749658769
23.07746072245244,81.49936921242828,39.589274450296216,8.032954605747198,9.078770671226465,30.51215185902687,10.584828869129847,3.6056638490262305,5.827134619943913,14.273756379588708,14.651187227329439,12.931733289724948,22.35513254670159,-3.722320114969208,1.8951619608473054,8.716051925868191,14.58005313500093,4.800918218030383,1.5125601609917474,1.291661968416992,4.859107668953754,5.366013546832713,1.045911071024276,1.0189032382605152,1.086781024339672,1.0996485145744375,12.639041917034417,11.060797414136628
17.977917468634786,87.37900174946893,54.39401594573597,6.1507466846369105,12.60881880199843,26.92588634232612,7.625393379437963,3.77543203150981,6.414620546142916,15.538348873046084,16.301023421071157,14.24168312635503,17.343462751541928,-3.3968056882963675,1.7603934410501496,8.420504217801792,19.856954142884472,5.59727301043451,1.707853021770804,1.776904294874878,5.430664213387001,5.861514651207129,1.046129321908431,1.017151674467145,1.0841464119110145,1.099969640612953,14.85941801972272,13.059417968733019
24.811022685997344,91.5244949514907,52.59665481617342,8.373810337217433,9.421994932384978,34.25012429881888,9.018908540812285,3.957040452550838,5.660921026514693,15.635825433879484,14.239642005255611,10.215055269519915,22.0809030207864,-3.262407215786369,1.4843607280578657,8.850185901152415,19.592031455665374,5.970375900446023,1.8949227927622554,1.5670051340661246,5.320248990339509,4.6573290907398315,1.0452909654325893,1.0154260352824582,1.0867090853055608,1.0999938812885595,16.236789509354644,14.333404340014965
23.19746019874869,103.70947226921179,53.374991316038226,8.480439154095443,9.368603341658133,29.43415959549046,7.40721153605992,3.56934043525323,5.95733442335104,15.593602586894818,14.01145347481039,10.754700443452238,16.286736783601555,-4.307956585479256,1.6756595605224072,6.303368028368371,13.838469192603585,6.2662483849851585,1.4923893645822195,1.8059904379458283,6.278481967003071,4.1626975612837995,1.0451627446413716,1.013550351648962,1.088533578342503,1.099999542988845,17.146539415891624,15.262812177923431
18.096391358259467,112.5365793179243,45.39605761485702,7.206752127083348,12.60134206131361,34.77753321312953,10.749603829762334,3.8547294593625185,5.798073388695434,11.250903870172811,16.55179561892752,12.99669358865789,18.42408727027702,-4.533912840747788,1.3511663886759369,7.477875312872578,13.355388201255664,5.727292689426372,1.480538358490923,1.3560434664115661,4.912660892522884,5.298420604232127,1.0464688330662113,1.0131371423900872,1.0942487178001559,1.099966781907334,18.641441505840046,16.444647804815858
23.835669552023877,97.34133506886099,56.63673912683324,7.21960656175206,10.239990146542736,33.84946971263563,8.00494501867003,4.148511555216855,4.909656918243152,16.037345664221252,12.177233075225434,14.687007017586199,19.21052842905588,-4.669025081946108,1.3272298014306554,7.661562853203962,19.716168836510818,5.8535869984747455,1.893167019457389,1.725279160950155,5.694535270261234,5.255116160168127,1.0454382492444774,1.0144325430528158,1.0864039151933111,1.0999926876281885,17.124471400872626,15.086502882170894
22.431848227492512,109.31563383530047,39.10893479212867,6.9341280963603795,13.21784344866298,34.10511264991281,8.840364310028566,3.6681856369221513,5.556810086473964,11.815854262508312,14.683642493442294,11.955029318372347,19.63578645006663,-3.2412660336653762,1.9036126769063466,8.958632233438808,17.915793781091107,5.88374356991836,1.662859883726156,1.800828812612447,6.228576320325,4.325233878689783,1.0460061900162938,1.0131637920341434,1.0894434719596573,1.099994219765157,17.004986463550026,14.958643622513284
25.26684796140655,106.353203313345,56.40017434214158,8.286187305500615,11.708100077792338,28.5352678282293,10.557822540074449,4.012489445300571,4.990333555059102,10.942381662285161,14.163721666593176,14.277610920371712,22.703298582793575,-3.3546503501215037,1.6602436578253668,7.142672569893065,19.720231601488965,6.593715901674844,2.0435966673920194,1.579963622268781,5.602381245423383,4.546814143861412,1.0452259360731628,1.0125653549555536,1.0872393113106058,1.099991317120479,18.358510936304857,16.0748066883739
17.84933931093005,107.94273913729042,53.782667294567084,9.119141726789838,13.424933030091093,30.154094126111005,9.968354694649838,4.122672021835399,6.953139633252882,12.135679749413267,14.605243046448157,10.816129828969594,22.45078780716629,-4.065632429743373,1.426331395522216,8.01510205321757,17.38437151664043,5.47093750583619,1.521761466383733,1.7098068451793917,5.8471138660968,5.544636783471279,1.0463199916179715,1.013253157518047,1.0894915788263517,1.0999919069221755,18.58728710923991,16.385631181954313
21.8750191896521,107.4701989320026,48.79245875736816,7.785251433467574,12.887408139909384,28.361097821306284,7.682454822422307,2.8402957468386747,6.722534903843629,14.149671577308709,16.116315417871373,11.241857940465266,16.236423214459453,-3.142689678441896,1.504376037636222,7.769753060563899,15.884500459462224,5.654941819095051,2.0909942600354987,1.5028834988949122,5.832455614850761,5.567306025482286,1.0459556693895178,1.0134064341175988,1.0896019369220846,1.0999736475296586,17.548714274198474,15.556130779783146
20.801991350548622,98.80022686458628,54.72839411123776,8.966542695919232,9.61888919456209,34.53373397690563,8.971618655086338,3.161542143618542,6.000291245221357,16.092175906541577,14.856003840197504,11.830058180260542,20.013846492807115,-3.494627165293981,1.328552529989545,6.386639165731948,14.13022437067961,4.992414248948523,1.5399555643075753,1.6901598366740573,5.061961795806016,4.691334566647726,1.0459707480876137,1.0148956048664564,1.0935859974753919,1.0999654329394724,17.590955010146804,15.561488420325645
25.144123397984178,93.21887460510503,51.00370396052203,6.603852408452955,9.821454804262844,24.082249671944453,7.808166227059792,3.190026474644742,5.311905581635262,11.278993682288101,12.638989791759583,12.500756141606248,16.768136259884024,-3.688260983234998,1.6021870533471085,8.071184485888097,13.5410326085449,6.4946321254689785,1.8920882804334536,1.3323257804472783,6.6667024079277235,5.841744801063626,1.0455499320475181,1.0162576142703688,1.085460497228843,1.0997220723002035,13.75832935668351,12.168365823889971
17.89015669154022,85.79274978218665,53.65456846964333,8.35470945876632,9.78665416671657,26.070322015373183,8.533699570048976,3.4783321792674298,6.388541642533922,12.792133653676771,14.676706908153562,13.957152365719482,15.478792341968544,-3.5138016331766724,1.7365437349661137,8.685620513061597,16.677538215648024,5.874503285815532,1.517163848164639,1.566343914767011,5.875672058175654,4.48494100726946,1.046505623816923,1.0182823438633273,1.087582523986088,1.099961706527188,13.732775460051723,12.101515733461218
19.697031244640627,89.57606726578219,38.62376130151013,7.059120663372862,9.90728707134452,27.464468755699393,7.631143674549305,4.0467381930358535,6.328365586671879,14.467152523380244,16.623460582099735,12.69208637055961,15.860594189464422,-3.957886205236935,1.6555783155333625,8.23631842255299,16.146219386965072,4.935986302485708,1.6443186521750817,1.5123726696951265,6.138527999889314,5.141556609337824,1.0466863284566978,1.018268887275206,1.0888124906179937,1.0999624338169456,13.114689501113212,11.546261853488222
20.450919580793304,112.53189457451948,49.82241454610367,6.801169446877423,9.415985477339408,25.40373784237512,8.085447822184229,3.024953922563378,5.335223538685185,12.339513910946776,12.95330662795674,14.715568357102239,15.809776467028483,-3.938237767729597,1.5426539692733834,8.94713585072582,14.02393831039587,5.563024989786121,2.1380187119582654,1.8339245605721475,6.535607204602329,4.51580565408988,1.0465827834365473,1.0136338357642019,1.0920867956172498,1.0999621001601414,16.777160269153914,14.806686922268817
18.84330425854577,100.55447652675255,56.00966891211943,7.772559194762346,11.52082484882515,26.903753305191355,9.970174559490975,3.0618612479805325,5.669777336826354,13.09735676852865,14.945357856959353,11.391441440668606,16.072759868017947,-4.072567266208947,1.464723554073764,7.743714664267836,14.304968429420704,5.756245036303176,1.8234643914371418,1.3131670635663533,5.420921925409895,4.2688293538779485,1.046372328591633,1.0151499872320404,1.0917284116751786,1.099963997106886,16.570948535421216,14.729204666458477
17.910094743703624,112.66170155645315,44.4034055159167,8.54201831539809,10.100790133341663,31.641732122242363,9.936820295602873,3.6338942368509817,6.030645900062386,13.02394093639525,13.999254868596251,14.882008052778954,21.51270749918674,-4.62544198063976,1.3595502230307488,8.192602425610932,19.510580633291696,5.060460713504332,1.4878773125040798,1.754317215545638,5.972777622577396,5.683657553516543,1.0465143595262703,1.0129904594576544,1.088781534683818,1.0999916523932747,17.878564229771182,15.631285931917052
18.573224229116192,105.32567231088068,42.09511435931287,6.577514066311742,9.695910774730848,33.211981698730305,9.594709994506319,3.532291594676767,5.755546381261346,15.536882920390786,14.258972840238908,14.30832515251561,18.53742530513366,-3.7080333099028557,1.5761150628285483,6.904133622492426,18.24412628437031,5.806311305014552,1.6071931405057085,1.8557277268957237,5.53062763358585,5.087105722227977,1.0463099843713914,1.014192449733766,1.0888696696282256,1.0999742967635748,16.514752737122187,14.489928676380249
25.228177923172268,98.88128768603923,40.47509053834392,8.937089655784964,11.772132077759952,27.55188625295362,7.7013794615881945,3.9116352649784147,6.392977524465573,13.680689896672137,17.247599794983707,14.166073833020615,16.35272908596891,-3.606286425761055,1.4390330494812582,8.231838877718031,13.502655366645577,5.962144068901454,1.9889702537332974,1.8411300075275197,5.433629657020905,5.642514609344026,1.0458464967732655,1.0154971727242028,1.0905305771432432,1.0999644256776502,15.428993274086261,13.621183587132956
18.3202834767712,107.25432235255664,40.6775832237875,7.2877533633035165,12.5318832386924,25.36902564271553,8.02530502283751,3.811153595750293,6.636889149172421,14.262197217580605,16.05593272902392,12.917040172205787,17.11367284769284,-3.659285749866114,1.3962225387529126,8.725351684000884,17.153721517247043,5.569975286891644,1.7726441786237757,1.886261337351562,4.995775255229306,5.172459664033594,1.0466225040262513,1.0144468020401003,1.0886276884766581,1.0999730515318913,15.98659602499359,14.096055937795725
21.75111373271716,98.39959559117753,38.58626671465447,8.73125668319022,13.135889905526582,30.268571566352666,9.707942965956812,4.091499133648214,6.605662267724692,11.623710831737013,15.354678626594206,13.242112435624907,18.423393101898135,-4.268853007574567,1.8779948894521696,8.77670553872033,16.273573426123438,4.9027122663505525,2.149085663252881,1.816894775325398,4.92921742039158,5.841683765234745,1.0454163455637835,1.0148981331096827,1.084752303487392,1.0999995779144778,15.133338192810173,13.336242913299849
24.91070042269927,94.9098179925104,49.54518633144304,7.2929682197651955,9.2053321419227,27.555327451421633,10.090272414952842,2.8064848322064444,5.693737978926391,12.950110945391094,15.122877793510021,14.832866531376823,17.832229557181304,-3.6612469949581152,1.752000798790239,7.356653822669421,14.771376024321482,5.689659677427849,1.541417054673456,1.392887671363983,5.796213232755593,4.837850899009096,1.0451015979726026,1.0153834335891654,1.0872430389825265,1.0999995210119566,15.153596220436345,13.347324664519949
25.300862421271106,89.01500211871475,49.34084925731619,8.002083435275372,9.018663165515735,31.429740989797185,7.840929480731106,4.145498444457237,5.242737055717596,13.03897026812593,12.428684021748719,15.224121199377413,19.01668207851744,-4.0488006270192685,1.3229289455285937,8.249881411197533,14.67377313815469,6.723485951502455,1.5877005411470453,1.4020401412247467,4.72479522940758,4.944133890219998,1.0452010678114392,1.0165827141019466,1.0857655161392166,1.0999768397772482,14.22949215166477,12.517062000154151
22.262821036719508,77.83590153366032,53.068088031208596,7.457998057634003,11.309268406587558,28.80100041387109,8.642747019151173,3.583496463831505,5.258786200070938,11.782411904674465,17.056242301240562,14.966266547638854,18.037150803726124,-3.542361690103944,1.6921597076729702,7.2262025132942895,13.448565401584691,5.0022740258895615,1.9555000047701263,1.701711322822497,4.7028627026080825,4.443944323865899,1.046134227095435,1.0198246217422695,1.0905360927235146,1.0999999531003033,13.312060662080174,11.699579256583743
19.36572923438446,100.67691857880008,38.61686548186344,6.3964900892331045,12.543624062471887,25.706827012241135,9.549885988266748,3.1334558934654173,5.122636998332802,12.113129831397053,16.224710913859727,14.50693805797993,21.509670970709138,-3.7396063062047897,1.7075744874052134,6.614952886247464,15.226500928933131,6.719499098968997,1.44936138492773,1.3347254597468599,5.122296111938783,4.053064407747639,1.0466828763856715,1.0160341261985952,1.0897844578494815,1.0999651691516519,14.459101152286141,12.640911344343543
